number;letter;file type;conforms?;validation result
4;a;CSV;True;
4;a;XML;True;
4;a;MySQL;True;
4;a;PostgreSQL;True;
4;a;JSON;True;
4;a;SPARQL;fout
4;a;SQLServer;True;
4;b;CSV;True;
4;b;XML;True;
4;b;MySQL;True;
4;b;PostgreSQL;True;
4;b;JSON;True;
4;b;SPARQL;fout
4;b;SQLServer;True;
5;a;CSV;True;
5;a;XML;True;
5;a;MySQL;True;
5;a;PostgreSQL;True;
5;a;JSON;True;
5;a;SQLServer;True;
5;b;MySQL;True;
5;b;PostgreSQL;True;
5;b;SQLServer;True;
